Z,X,Y,W
0.0,0.0,0.0,0.0
-1.0399841062404955,0.1881129432782428,-0.3902070377307673,0.3752255979032286
-0.016801157504288795,-1.7014487446974593,0.25785027022920737,-0.22014788494001428
-0.8592924628832382,-1.0418131714911074,-1.2052911523311156,0.06329405532424155
1.2225413386740303,-2.182221831111824,-1.4075043381558172,-0.04245301060606822
0.43082100300788273,1.298556524207835,-2.6739573802924568,1.047474644601893
-0.11394745765487507,1.4641392186054616,0.21365380184441257,0.15603281604977715
0.23216132306671977,0.7461686314500581,1.7864114812758138,0.14416095339774154
0.28911939868998415,0.5815694860740939,1.447096379794467,0.3949326372880281
1.4949413112343959,1.1449838767585117,0.9203366194742342,-0.21570260733820615
0.711226579792855,3.386416088686576,1.245953151601368,0.27803718356394924
-1.1332872140034806,3.1937314933604224,3.615576685873319,-0.30680569204063357
0.6255903939673367,-0.9626975171250073,3.9846387811443043,-0.32341640048246767
0.4869724807855818,0.6700802152179046,0.9205583799838095,-0.41258019036671917
-0.42329831204415375,0.5575648245780641,0.3139476123937652,-0.2667782101548951
-0.9054790553600608,-0.6347285744782651,0.24507195124896397,-0.3358092926048872
-0.9500220549105812,-2.0920902418361482,-0.9382668949752476,-0.3542116488829692
-1.4460578543884546,-3.127011992911995,-2.333590298480452,-0.15875165302869831
-1.023497492621865,-4.49427262161538,-3.675239166065737,0.0023244083123740017
-1.188763054322851,-4.464244785219277,-5.7614632457013295,-0.31859734180306815
-1.4708062945026579,-4.232599703213619,-6.12850742513239,-0.6830180785954583
-0.9895381200318641,-4.836000428013614,-6.561386573134153,-1.4416830835931567
1.0659802307876436,-4.27494361730939,-7.3582952895189,-0.7144014122535639
1.767929913579883,0.3653475536337023,-7.084230257061288,-0.32778351600301725
2.1284697324351645,3.8586985952118362,-3.0672091025367028,-0.5909742734138526
-0.040762526135434025,5.876990395609069,1.6030751363173865,-0.6524296980923141
1.579091256410435,2.322110529248433,5.556708444248237,-0.27884052716405366
1.1062887100598888,4.413842941219268,4.41451912905466,0.061015929290577225
1.723665720783297,4.007148082775014,5.91556776989318,-0.05620084553148285
-0.3946051228595896,5.4506120890126875,6.368348866472719,-0.033471398402351214
-2.0501721010310225,1.8010591439911057,7.561154657201932,-0.042768470086352144
-1.326392717739564,-3.029348603702026,5.225238119491654,-0.008206912250284958
-0.15450567924990047,-3.603698736973822,0.2819755324260842,-0.35248510757300827
0.22822833013890514,-0.9936342394718372,-2.545230978537925,1.0648702096018057
0.3156050035903405,0.5024682430960278,-1.4818085737774211,1.18860542572511
-0.5294394273660737,1.256565769271289,-0.17316396629163533,0.21530259506501642
-1.0967855784546396,0.08460070841306006,0.7528553264093376,1.036873191446416
-0.9868570784282374,-2.1316683090031123,0.36601372783656816,0.44764133232447395
-0.23817374397466523,-2.6846979187485864,-1.5564443296559551,0.11300898777398313
0.35175640839920347,-1.8448946262577102,-3.287154739479847,0.08873261706462442
1.5733549024752425,-0.36756785178588036,-3.358129004311033,0.24172621566379382
-1.7445859869741926,3.456131451155933,-1.6617337509746377,0.596668659394177
-0.292171185803555,-1.5368158238361758,2.6679365206978662,0.2764236286338169
0.17651242137244696,-1.0297102072672177,-0.13648417111199634,0.3000299905921491
0.8638280136981883,0.08377169311100555,-0.940869942516194,0.0007538832642350612
1.732311605409944,1.6637093837363417,-0.19285987110027675,0.5891205802841761
0.06654581585920483,4.4753842510886965,1.1558803402262763,-0.02469559249384151
0.7508689887312598,2.2112647336905904,3.9279099661511063,0.896740502951788
1.5112284332767216,2.670059325998898,3.757429339208281,0.8119741820723314
0.31200947155124387,4.496475738415959,3.6528756087412932,1.0242418181931305
1.6162096816512073,2.5686505219630655,5.623417847757436,-0.4682861383961495
0.846583985843404,4.47898612986957,4.855506580047793,-0.5430292068787795
-0.8633452647393817,3.669968217515176,6.060555938158875,-0.37243040390350524
1.4814555476589732,-0.18586335850396146,5.9409758719766685,-0.57663083655321
0.8567939825665268,2.960528957985708,2.951418981460076,0.1037630733407654
-0.45769943095682564,3.6351108881728638,3.8515110027072366,0.11100991250893749
0.43963660601699356,1.3510265891931754,5.1158417449500435,0.3231493732863011
0.45938577171661177,1.8215826923606893,3.9092272318949264,0.5287089684181007
-0.17961141383145854,2.0800312656187883,3.406191123954159,0.38917798095843403
0.829519042024073,0.30677874037099123,2.9936574661871824,-0.7824822959999392
-0.28488406638257474,1.8219363335057939,1.680449332501656,-0.33147022182904057
-0.8373982238274621,-0.0006817577686336063,2.1725436397908515,-0.47950879810534
-1.38218151537704,-1.865200552335509,1.0900160356419921,-0.06731610482797754
-0.605000712808731,-3.411841941079126,-0.8199580882999261,-0.30397397684216493
0.3619218539288437,-2.3595715578536005,-3.110102381599026,0.49314514050089275
0.3833771131824704,0.2472515631316643,-2.4995195063710245,0.20566106217381858
1.0762401574663856,1.5323017134686103,-0.3321223096250481,-0.3097169321880734
-2.0729834359912918,3.1538778717077984,1.4979599424893142,-0.7290363691982443
0.34770845245095694,-2.8772966831992233,3.2982412090777666,-0.604509121234197
-1.141938226142404,-0.35359164933592435,-1.1906374802266437,-0.32931048549767417
-0.056783194392691534,-2.57016837922617,-0.7215587016411267,-0.266324557605823
0.36653140723722993,-1.0431023398398558,-2.434832445454469,-0.2896028734610486
-1.9908119951239978,0.8449159354227749,-1.494797865010583,-0.9068119955171793
-0.5434955079326346,-3.454479387187151,-0.006439373527435344,0.7114609085892525
0.09947747301573849,-2.8299604362694355,-3.2168910724571775,0.34825317381356463
1.6289369476239914,-1.6000369289041814,-3.9338810336422037,-0.29353551422824575
1.4550455762707113,2.4271239423168876,-2.9797133499623176,-0.09570162442280908
0.4523339506431387,3.937060802451771,0.42169977530028757,-0.8355154295228022
-1.686468151234102,2.3759355803079107,3.1504783935757312,-0.8726482194195175
-1.0085360419431078,-2.6298705605303434,3.0556296446242275,-0.1265317002312093
-0.0870941710525099,-3.5748189112791398,-1.2904087295682507,-0.2231340442944535
0.3342951284977145,-1.7107965235437865,-3.2140757059662004,-0.09715269508586855
0.5484279208297995,-0.22580119395449166,-2.7490147273660974,0.040552811445824524
-1.4548224852577891,1.2534517094072386,-1.4708747010213807,0.6903970963012889
-0.2937789201521298,-2.058809438537613,0.9469026099047062,-0.15634810774772068
1.6111161484996208,-1.6915699292206485,-1.1869771441730825,-0.697178615531198
